,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
223,44,PHO,Andrew Harrison,University of Kentucky,3.0,145.0,2987.0,1012.0,287.0,399.0,0.373,0.294,0.779,20.6,7.0,2.0,2.8,3.2,0.051,-2.7,-0.5
224,45,BOS,Marcus Thornton,College of William & Mary,,,,,,,,,,16.4,5.605263157894737,2.542105263157895,1.010526315789474,,0.07073684210526315,-2.4526315789473685,2.6
225,46,MIL,Norman Powell,"University of California, Los Angeles",4.0,235.0,3896.0,1617.0,475.0,280.0,0.435,0.331,0.8029999999999999,16.6,6.9,2.0,1.2,6.5,0.08,-1.5,0.4
226,47,PHI,Arturas Gudaitis,,,,,,,,,,,15.9,5.9799999999999995,2.3866666666666663,1.806666666666667,,0.1528,-0.5800000000000002,3.2066666666666674
227,48,OKC,Dakari Johnson,University of Kentucky,1.0,31.0,161.0,55.0,34.0,8.0,0.564,,0.55,5.2,1.8,1.1,0.3,0.6,0.17800000000000002,0.3,0.1
228,49,WAS,Aaron White,University of Iowa,,,,,,,,,,10.692307692307692,3.384615384615384,1.8307692307692305,0.9384615384615385,,0.011461538461538457,-4.8769230769230765,0.43846153846153846
229,50,ATL,Marcus Eriksson,,,,,,,,,,,13.218181818181819,4.509090909090909,2.3909090909090907,0.6181818181818182,,0.05327272727272728,-4.0636363636363635,0.3272727272727273
230,51,ORL,Tyler Harvey,Eastern Washington University,,,,,,,,,,15.657142857142858,5.828571428571428,1.9428571428571428,1.5857142857142856,,0.04971428571428572,-3.228571428571428,2.8000000000000003
231,52,DAL,Satnam Singh,,,,,,,,,,,10.064285714285715,2.9999999999999996,1.5785714285714287,0.9285714285714287,,0.03264285714285714,-3.8,0.15
232,53,CLE,Sir'Dominic Pointer,St. John's University,,,,,,,,,,14.02222222222222,4.0,1.9333333333333331,0.9222222222222223,,0.013222222222222222,-4.266666666666667,0.17777777777777784
233,54,UTA,Dani Diez,,,,,,,,,,,12.08333333333333,4.249999999999999,1.791666666666667,0.9333333333333335,,0.04466666666666666,-3.8666666666666667,-0.17499999999999996
234,55,SAS,Cady Lalanne,University of Massachusetts Amherst,,,,,,,,,,13.02727272727273,4.372727272727274,1.8818181818181818,1.118181818181818,,-0.010454545454545444,-5.245454545454545,0.9454545454545454
235,56,NOP,Branden Dawson,Michigan State University,1.0,6.0,29.0,5.0,4.0,0.0,0.4,,1.0,4.8,0.8,0.7,0.0,0.0,0.069,-6.6,0.0
236,57,DEN,Nikola Radicevic,,,,,,,,,,,7.3,1.75,0.75,1.15,,-0.05,-6.55,-0.25
237,58,PHI,J.P. Tokoto,University of North Carolina,,,,,,,,,,10.162500000000001,3.6,1.725,0.5375,,0.07300000000000001,-3.3375,0.07499999999999998
238,59,ATL,Dimitrios Agravanis,,,,,,,,,,,12.25,3.2,2.2,0.7,,0.0005000000000000004,-4.75,-0.25
239,60,PHI,Luka Mitrovic,,,,,,,,,,,15.183333333333335,6.166666666666667,2.15,1.5166666666666666,,0.035500000000000004,-3.633333333333333,1.9833333333333332
240,1,CLE,Andrew Wiggins,University of Kansas,5.0,383.0,13795.0,7435.0,1623.0,817.0,0.439,0.33,0.737,36.0,19.4,4.2,2.1,12.9,0.045,-2.5,-1.8
241,2,MIL,Jabari Parker,Duke University,5.0,229.0,6845.0,3424.0,1290.0,483.0,0.48700000000000004,0.34,0.741,29.9,15.0,5.6,2.1,10.8,0.076,-1.6,0.7
242,3,PHI,Joel Embiid,University of Kansas,3.0,148.0,4520.0,3545.0,1661.0,453.0,0.48,0.314,0.79,30.5,24.0,11.2,3.1,15.3,0.163,3.0,5.7
243,4,ORL,Aaron Gordon,University of Arizona,5.0,322.0,8839.0,3942.0,1974.0,657.0,0.45,0.316,0.705,27.5,12.2,6.1,2.0,16.7,0.09,0.1,4.8
244,5,UTA,Dante Exum,,4.0,201.0,3917.0,1207.0,354.0,459.0,0.40299999999999997,0.306,0.77,19.5,6.0,1.8,2.3,2.9,0.035,-3.1,-1.1
245,6,BOS,Marcus Smart,Oklahoma State University,5.0,322.0,9149.0,2970.0,1154.0,1263.0,0.366,0.305,0.758,28.4,9.2,3.6,3.9,14.8,0.078,0.5,5.8
246,7,LAL,Julius Randle,University of Kentucky,5.0,294.0,8295.0,4360.0,2621.0,784.0,0.502,0.298,0.7240000000000001,28.2,14.8,8.9,2.7,16.9,0.098,-0.4,3.3
247,8,SAC,Nik Stauskas,University of Michigan,5.0,316.0,6380.0,2153.0,649.0,495.0,0.389,0.348,0.81,20.2,6.8,2.1,1.6,3.4,0.025,-3.3,-2.0
248,9,CHH,Noah Vonleh,Indiana University,5.0,293.0,5133.0,1467.0,1577.0,216.0,0.45,0.315,0.6809999999999999,17.5,5.0,5.4,0.7,8.1,0.076,-2.5,-0.7
249,10,PHI,Elfrid Payton,University of Louisiana at Lafayette,5.0,323.0,9491.0,3583.0,1363.0,2070.0,0.456,0.303,0.623,29.4,11.1,4.2,6.4,12.4,0.063,-0.4,3.9
250,11,DEN,Doug McDermott,Creighton University,5.0,322.0,6455.0,2492.0,696.0,255.0,0.45399999999999996,0.40399999999999997,0.8270000000000001,20.0,7.7,2.2,0.8,10.0,0.07400000000000001,-3.1,-1.7
251,12,ORL,Dario Saric,,3.0,220.0,5955.0,2791.0,1382.0,477.0,0.43,0.35700000000000004,0.831,27.1,12.7,6.3,2.2,10.3,0.083,-0.5,2.2
252,13,MIN,Zach LaVine,"University of California, Los Angeles",5.0,285.0,8477.0,4495.0,948.0,984.0,0.445,0.37200000000000005,0.833,29.7,15.8,3.3,3.5,7.9,0.045,-1.6,0.9
253,14,PHO,T.J. Warren,North Carolina State University,5.0,261.0,7234.0,3754.0,1078.0,293.0,0.49700000000000005,0.34,0.7659999999999999,27.7,14.4,4.1,1.1,13.0,0.086,-1.3,1.3
254,15,ATL,Adreian Payne,Michigan State University,4.0,107.0,1403.0,429.0,315.0,66.0,0.406,0.254,0.68,13.1,4.0,2.9,0.6,-0.6,-0.019,-5.5,-1.2
255,16,CHI,Jusuf Nurkic,,5.0,298.0,6768.0,3406.0,2339.0,546.0,0.491,0.077,0.6559999999999999,22.7,11.4,7.8,1.8,15.1,0.107,1.1,5.3
256,17,BOS,James Young,University of Kentucky,4.0,95.0,812.0,219.0,96.0,28.0,0.36700000000000005,0.27699999999999997,0.563,8.5,2.3,1.0,0.3,0.8,0.046,-4.0,-0.4
257,18,PHO,Tyler Ennis,Syracuse University,4.0,186.0,2336.0,779.0,250.0,359.0,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026000000000000002,-4.6,-1.5
258,19,CHI,Gary Harris,Michigan State University,5.0,291.0,8288.0,3649.0,745.0,628.0,0.462,0.363,0.8029999999999999,28.5,12.5,2.6,2.2,15.3,0.08900000000000001,0.1,4.3
259,20,TOR,Bruno Caboclo,,5.0,50.0,520.0,146.0,84.0,22.0,0.34,0.271,0.95,10.4,2.9,1.7,0.4,0.0,0.004,-3.5,-0.2
260,21,OKC,Mitch McGary,University of Michigan,2.0,52.0,557.0,227.0,183.0,17.0,0.527,0.0,0.58,10.7,4.4,3.5,0.3,1.3,0.10800000000000001,-3.1,-0.2
261,22,MEM,Jordan Adams,"University of California, Los Angeles",2.0,32.0,263.0,101.0,30.0,19.0,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,-0.5,0.1
262,23,UTA,Rodney Hood,Duke University,5.0,301.0,8219.0,3811.0,874.0,585.0,0.42,0.36700000000000005,0.841,27.3,12.7,2.9,1.9,15.2,0.08900000000000001,-1.0,2.1
263,24,CHH,Shabazz Napier,University of Connecticut,5.0,284.0,4584.0,1831.0,489.0,581.0,0.39299999999999996,0.353,0.812,16.1,6.4,1.7,2.0,6.3,0.066,-1.6,0.5
264,25,HOU,Clint Capela,,5.0,275.0,6754.0,3218.0,2448.0,246.0,0.63,0.0,0.513,24.6,11.7,8.9,0.9,27.6,0.196,1.6,6.2
265,26,MIA,P.J. Hairston,University of North Carolina,2.0,111.0,2000.0,664.0,266.0,59.0,0.34299999999999997,0.295,0.81,18.0,6.0,2.4,0.5,0.9,0.021,-3.9,-1.0
266,27,PHO,Bogdan Bogdanovic,,2.0,127.0,3561.0,1649.0,406.0,459.0,0.436,0.36700000000000005,0.8270000000000001,28.0,13.0,3.2,3.6,5.0,0.067,-0.7,1.2
267,28,LAC,C.J. Wilcox,University of Washington,3.0,66.0,376.0,132.0,31.0,30.0,0.37,0.33299999999999996,0.813,5.7,2.0,0.5,0.5,0.1,0.006999999999999999,-5.2,-0.3
268,29,OKC,Josh Huestis,Stanford University,3.0,76.0,1068.0,187.0,180.0,23.0,0.34600000000000003,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.8,-0.5
269,30,SAS,Kyle Anderson,"University of California, Los Angeles",5.0,300.0,5882.0,1601.0,1171.0,572.0,0.49200000000000005,0.324,0.706,19.6,5.3,3.9,1.9,15.5,0.126,2.1,6.1
270,31,MIL,Damien Inglis,,1.0,20.0,156.0,36.0,31.0,10.0,0.35100000000000003,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-6.4,-0.2
271,32,PHI,K.J. McDaniels,Clemson University,3.0,148.0,2092.0,782.0,324.0,95.0,0.41200000000000003,0.29,0.7759999999999999,14.1,5.3,2.2,0.6,1.3,0.03,-3.3,-0.7
272,33,CLE,Joe Harris,University of Virginia,5.0,244.0,5364.0,2214.0,658.0,359.0,0.474,0.424,0.802,22.0,9.1,2.7,1.5,9.3,0.083,-0.7,1.7
273,34,NYK,Cleanthony Early,Wichita State University,2.0,56.0,801.0,241.0,123.0,42.0,0.34600000000000003,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.7,-0.8
274,35,UTA,Jarnell Stokes,University of Tennessee,3.0,28.0,151.0,67.0,40.0,7.0,0.581,,0.531,5.4,2.4,1.4,0.3,0.6,0.20199999999999999,1.0,0.1
275,36,MIL,Johnny O'Bryant III,Louisiana State University,4.0,147.0,1684.0,509.0,352.0,69.0,0.402,0.36,0.6629999999999999,11.5,3.5,2.4,0.5,0.2,0.006,-6.4,-1.9
276,37,TOR,DeAndre Daniels,University of Connecticut,,,,,,,,,,14.839130434782609,5.273913043478261,2.4173913043478263,1.291304347826087,,0.056434782608695645,-3.186956521739131,0.9913043478260871
277,38,DET,Spencer Dinwiddie,University of Colorado,5.0,234.0,5653.0,2486.0,609.0,1081.0,0.41,0.331,0.797,24.2,10.6,2.6,4.6,12.6,0.107,-0.5,2.1
278,39,PHI,Jerami Grant,Syracuse University,5.0,362.0,8535.0,3068.0,1386.0,372.0,0.46399999999999997,0.324,0.65,23.6,8.5,3.8,1.0,16.7,0.094,-1.1,1.8
279,40,MIN,Glenn Robinson III,University of Michigan,5.0,205.0,2974.0,890.0,431.0,114.0,0.435,0.368,0.727,14.5,4.3,2.1,0.6,4.3,0.069,-2.6,-0.5
280,41,DEN,Nikola Jokic,,4.0,288.0,8106.0,4637.0,2727.0,1467.0,0.522,0.35100000000000003,0.835,28.1,16.1,9.5,5.1,36.3,0.215,7.5,19.5
281,42,HOU,Nick Johnson,University of Arizona,1.0,28.0,262.0,74.0,39.0,11.0,0.34700000000000003,0.23800000000000002,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-7.3,-0.3
282,43,ATL,Walter Tavares,,2.0,13.0,101.0,33.0,32.0,4.0,0.625,,0.273,7.8,2.5,2.5,0.3,0.2,0.11800000000000001,-0.6,0.0
283,44,MIN,Markel Brown,Oklahoma State University,3.0,113.0,1794.0,584.0,234.0,132.0,0.38,0.295,0.7809999999999999,15.9,5.2,2.1,1.2,1.1,0.028999999999999998,-2.8,-0.4
284,45,CHH,Dwight Powell,Stanford University,5.0,311.0,5288.0,2204.0,1332.0,258.0,0.545,0.281,0.7440000000000001,17.0,7.1,4.3,0.8,19.5,0.177,1.7,5.0
285,46,WAS,Jordan Clarkson,University of Missouri,5.0,362.0,9958.0,5298.0,1176.0,980.0,0.444,0.337,0.8109999999999999,27.5,14.6,3.2,2.7,10.1,0.048,-1.7,0.7
286,47,PHI,Russ Smith,University of Louisville,2.0,27.0,131.0,53.0,15.0,19.0,0.319,0.188,0.769,4.9,2.0,0.6,0.7,-0.2,-0.068,-6.4,-0.1
287,48,MIL,Lamar Patterson,University of Pittsburgh,2.0,40.0,435.0,93.0,57.0,45.0,0.326,0.23600000000000002,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.5,-0.4
288,49,CHI,Cameron Bairstow,University of New Mexico,2.0,36.0,167.0,44.0,36.0,7.0,0.29600000000000004,0.2,0.846,4.6,1.2,1.0,0.2,-0.1,-0.021,-7.7,-0.2
289,50,PHO,Alec Brown,University of Wisconsin-Green Bay,,,,,,,,,,13.218181818181819,4.509090909090909,2.3909090909090907,0.6181818181818182,,0.05327272727272728,-4.0636363636363635,0.3272727272727273
290,51,NYK,Thanasis Antetokounmpo,,1.0,2.0,6.0,6.0,1.0,0.0,0.75,0.0,,3.0,3.0,0.5,0.0,0.0,0.29100000000000004,-4.1,0.0
291,52,PHI,Vasilije Micic,,,,,,,,,,,10.064285714285715,2.9999999999999996,1.5785714285714287,0.9285714285714287,,0.03264285714285714,-3.8,0.15
292,53,MIN,Alessandro Gentile,,,,,,,,,,,14.02222222222222,4.0,1.9333333333333331,0.9222222222222223,,0.013222222222222222,-4.266666666666667,0.17777777777777784
293,54,PHI,Nemanja Dangubic,,,,,,,,,,,12.08333333333333,4.249999999999999,1.791666666666667,0.9333333333333335,,0.04466666666666666,-3.8666666666666667,-0.17499999999999996
294,55,MIA,Semaj Christon,Xavier University,1.0,64.0,973.0,183.0,87.0,130.0,0.345,0.19,0.5479999999999999,15.2,2.9,1.4,2.0,0.1,0.006,-6.3,-1.1
295,56,DEN,Roy Devyn Marble,University of Iowa,2.0,44.0,457.0,97.0,69.0,29.0,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.027999999999999997,-5.0,-0.3
296,57,IND,Louis Labeyrie,,,,,,,,,,,7.3,1.75,0.75,1.15,,-0.05,-6.55,-0.25
297,58,SAS,Jordan McRae,University of Tennessee,3.0,78.0,751.0,341.0,82.0,55.0,0.425,0.409,0.743,9.6,4.4,1.1,0.7,0.7,0.043,-5.5,-0.7
298,59,TOR,Xavier Thames,San Diego State University,,,,,,,,,,12.25,3.2,2.2,0.7,,0.0005000000000000004,-4.75,-0.25
299,60,SAS,Cory Jefferson,Baylor University,2.0,58.0,581.0,205.0,161.0,16.0,0.444,0.125,0.583,10.0,3.5,2.8,0.3,0.9,0.071,-4.6,-0.4
300,1,CLE,Anthony Bennett,"University of Nevada, Las Vegas",4.0,151.0,1905.0,658.0,472.0,77.0,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013000000000000001,-5.6,-1.7
301,2,ORL,Victor Oladipo,Indiana University,6.0,402.0,13360.0,7028.0,1859.0,1589.0,0.44299999999999995,0.35200000000000004,0.7929999999999999,33.2,17.5,4.6,4.0,24.4,0.08800000000000001,1.1,10.4
302,3,WAS,Otto Porter,Georgetown University,6.0,391.0,10478.0,4248.0,1943.0,572.0,0.485,0.402,0.7859999999999999,26.8,10.9,5.0,1.5,28.6,0.131,2.0,10.5
303,4,CHA,Cody Zeller,Indiana University,6.0,356.0,8152.0,2920.0,2054.0,485.0,0.512,0.25,0.741,22.9,8.2,5.8,1.4,24.0,0.141,0.9,5.9
304,5,PHO,Alex Len,University of Maryland,6.0,393.0,7738.0,2978.0,2487.0,315.0,0.485,0.308,0.703,19.7,7.6,6.3,0.8,14.0,0.087,-1.8,0.3
305,6,NOH,Nerlens Noel,University of Kentucky,5.0,280.0,6617.0,2357.0,1881.0,355.0,0.519,0.25,0.633,23.6,8.4,6.7,1.3,15.8,0.115,1.6,6.0
306,7,SAC,Ben McLemore,University of Kansas,6.0,368.0,8725.0,3239.0,909.0,407.0,0.41700000000000004,0.353,0.7829999999999999,23.7,8.8,2.5,1.1,4.6,0.026000000000000002,-2.8,-1.7
307,8,DET,Kentavious Caldwell-Pope,University of Georgia,6.0,449.0,13376.0,5260.0,1491.0,723.0,0.41100000000000003,0.345,0.794,29.8,11.7,3.3,1.6,22.6,0.081,0.0,6.9
308,9,MIN,Trey Burke,University of Michigan,6.0,344.0,8213.0,3746.0,720.0,1251.0,0.405,0.34,0.7979999999999999,23.9,10.9,2.1,3.6,9.3,0.054000000000000006,-2.2,-0.4
